,schoolcode,dropout,totalenrolled,year,hybridper,virtualper,remote,black,hispanic,white,lowincome,charter,state,districtcode
34,ca50710435030879,0.233,1717,2015,0.0,0.0,0.0,2.19,69.67,20.49,80.24,0.0,california,ca71043
35,ca30736433037553,0.1302,2304,2015,0.0,0.0,0.0,3.81,76.57000000000001,8.76,65.4,0.0,california,ca73643
36,ca33103303331055,2.9528,508,2015,0.0,0.0,0.0,12.37,69.07,14.43,77.05,0.0,california,ca10330
37,ca19647331933852,3.6042,2941,2015,0.0,0.0,0.0,29.81,47.99,15.35,54.52,0.0,california,ca64733
38,ca30665143037090,0.052,1924,2015,0.0,0.0,0.0,1.29,67.03,18.53,48.22,0.0,california,ca66514
39,ca12753741232909,0.0,147,2015,0.0,0.0,0.0,0.0,17.95,79.49000000000001,33.57,0.0,california,ca75374
40,ca24657892430098,1.5686,1785,2015,0.0,0.0,0.0,3.09,63.9,14.49,78.74,0.0,california,ca65789
41,ca50105045030085,11.8056,144,2015,0.0,0.0,0.0,2.94,76.47,20.59,95.12,0.0,california,ca10504
42,ca13631071332501,0.2747,364,2015,0.0,0.0,0.0,2.06,90.72,6.19,76.3,0.0,california,ca63107
43,ca57726785732201,0.2915,1715,2015,0.0,0.0,0.0,2.51,15.8,57.45,17.68,0.0,california,ca72678
44,ca39103973930468,8.443,912,2015,0.0,0.0,0.0,17.83,59.3,12.79,88.92999999999999,0.0,california,ca10397
45,ca15638181535905,0.203,985,2015,0.0,0.0,0.0,0.7799999999999999,41.18,54.510000000000005,55.14,0.0,california,ca63818
46,ca19646341934231,2.9826,1207,2015,0.0,0.0,0.0,32.17,65.38000000000001,0.0,63.35,0.0,california,ca64634
47,ca10621661034214,2.3269,1805,2015,0.0,0.0,0.0,7.000000000000001,69.32000000000001,2.9000000000000004,93.85,0.0,california,ca62166
48,ca24102492430148,29.3706,286,2015,0.0,0.0,0.0,3.12,82.80999999999999,10.94,83.46000000000001,0.0,california,ca10249
49,ca10739651030386,23.5023,217,2015,0.0,0.0,0.0,7.55,67.92,16.98,38.31,0.0,california,ca73965
50,ca21654822133692,0.6056,1321,2015,0.0,0.0,0.0,3.89,7.489999999999999,71.26,7.84,0.0,california,ca65482
51,ca36677773636743,0.6667,750,2015,0.0,0.0,0.0,9.79,24.23,49.48,51.03,0.0,california,ca67777
52,ca19752911995810,0.3268,1836,2015,0.0,0.0,0.0,0.8699999999999999,31.89,6.510000000000001,50.92,0.0,california,ca75291
53,ca19647331933381,2.4823,2538,2015,0.0,0.0,0.0,0.3399999999999999,98.66,0.3399999999999999,94.6,0.0,california,ca64733
54,ca17640141734359,0.5525,543,2015,0.0,0.0,0.0,1.5599999999999998,42.19,49.220000000000006,71.46000000000001,0.0,california,ca64014
55,ca49708624935151,0.0742,1348,2015,0.0,0.0,0.0,1.27,31.75,60.31999999999999,24.45,0.0,california,ca70862
56,ca32669693236007,1.7937,223,2015,0.0,0.0,0.0,4.08,4.08,85.71,27.59,0.0,california,ca66969
57,ca41689244135075,0.4777,628,2015,0.0,0.0,0.0,0.79,22.83,19.69,32.52,0.0,california,ca68924
58,ca37684113730843,0.065,3079,2015,0.0,0.0,0.0,3.31,57.04,12.57,19.28,0.0,california,ca68411
59,ca19647331932383,7.0547,1134,2015,0.0,0.0,0.0,52.99,44.87,0.43,66.51,0.0,california,ca64733
60,ca10752751036938,0.0,474,2015,0.0,0.0,0.0,1.79,9.82,76.79,32.36,0.0,california,ca75275
61,ca45698564530333,6.2802,207,2015,0.0,0.0,0.0,0.0,10.0,82.0,45.45,1.0,california,ca69856
62,ca36676523630373,0.5784,3458,2015,0.0,0.0,0.0,15.989999999999998,51.8,17.380000000000003,34.38,0.0,california,ca67652
63,ca19648081930825,0.3688,2983,2015,0.0,0.0,0.0,0.0,98.99,0.72,91.74,0.0,california,ca64808
64,ca34673143430311,6.1453,179,2015,0.0,0.0,0.0,26.83,41.46,17.07,61.53999999999999,0.0,california,ca67314
65,ca22655322235356,0.0,509,2015,0.0,0.0,0.0,0.7799999999999999,15.5,70.54,44.17,0.0,california,ca65532
66,ca37683383730884,0.0,2232,2015,0.0,0.0,0.0,4.41,19.92,37.74,17.119999999999997,0.0,california,ca68338
67,ca30736353030061,0.7064,2548,2015,0.0,0.0,0.0,2.06,33.33,45.4,19.86,0.0,california,ca73635
68,ca15635291536606,1.9303,2124,2015,0.0,0.0,0.0,14.13,66.38,11.99,79.01,0.0,california,ca63529
69,ca10752341037456,1.3274,452,2015,0.0,0.0,0.0,0.0,97.0,3.0,82.50999999999999,0.0,california,ca75234
70,ca19647331938885,2.2689,1763,2015,0.0,0.0,0.0,18.74,56.67,13.82,72.55,1.0,california,ca64733
71,ca21654172132272,0.8321,1322,2015,0.0,0.0,0.0,1.96,36.93,52.61,32.550000000000004,0.0,california,ca65417
72,ca43694014330866,0.9537,1468,2015,0.0,0.0,0.0,2.53,25.56,49.44,14.22,0.0,california,ca69401
73,ca40754654032009,0.0,217,2015,0.0,0.0,0.0,1.82,43.64,45.45,46.45,0.0,california,ca75465
74,ca56737595633748,0.158,2531,2015,0.0,0.0,0.0,1.94,20.26,63.05,13.91,0.0,california,ca73759
75,ca19647331931708,3.1461,2225,2015,0.0,0.0,0.0,7.249999999999999,62.2,17.580000000000002,58.09,1.0,california,ca64733
76,ca19646911996438,0.7634,524,2015,0.0,0.0,0.0,14.73,71.32,3.1,78.43,1.0,california,ca64691
77,ca24657892430205,0.7536,1725,2015,0.0,0.0,0.0,2.66,62.470000000000006,25.67,69.8,0.0,california,ca65789
78,ca21733612134310,1.7544,171,2015,0.0,0.0,0.0,2.27,56.82000000000001,40.91,62.73,0.0,california,ca73361
79,ca43696664330080,1.1314,1149,2015,0.0,0.0,0.0,6.08,61.6,14.45,53.17,0.0,california,ca69666
80,ca13630811331404,0.5963,1677,2015,0.0,0.0,0.0,0.4599999999999999,89.58,8.33,73.64,0.0,california,ca63081
81,ca19647331939040,3.2243,2109,2015,0.0,0.0,0.0,11.91,61.35,16.400000000000002,58.95,0.0,california,ca64733
82,ca30666213031952,0.4098,2196,2015,0.0,0.0,0.0,1.27,58.26,31.57,42.04,0.0,california,ca66621
83,ca31750853130150,0.1068,1872,2015,0.0,0.0,0.0,1.05,16.39,68.07,13.94,0.0,california,ca75085
84,ca34673143430477,0.8,1500,2015,0.0,0.0,0.0,13.87,33.82,6.65,88.77000000000001,0.0,california,ca67314
85,ca30665973034907,6.2857,175,2015,0.0,0.0,0.0,3.8,79.75,11.39,64.33,0.0,california,ca66597
86,ca13631151333004,1.0166,1869,2015,0.0,0.0,0.0,1.3,94.14,3.04,75.89,0.0,california,ca63115
87,ca33670583333192,0.4823,1866,2015,0.0,0.0,0.0,1.7399999999999998,94.79,2.6,87.69,0.0,california,ca67058
88,ca57727025738505,0.8715,459,2015,0.0,0.0,0.0,0.0,73.79,23.3,55.91,0.0,california,ca72702
89,ca32669693235603,0.0,165,2015,0.0,0.0,0.0,0.0,25.0,65.91,47.68,0.0,california,ca66969
90,ca50711755030135,0.9731,1747,2015,0.0,0.0,0.0,4.05,65.0,21.19,79.25999999999999,0.0,california,ca71175
91,ca48705404830451,0.6728,2378,2015,0.0,0.0,0.0,18.07,38.9,17.21,54.8,0.0,california,ca70540
92,ca10625396112387,10.3175,252,2015,0.0,0.0,0.0,5.17,79.31,12.07,75.59,1.0,california,ca62539
93,ca10622571033695,0.0884,1131,2015,0.0,0.0,0.0,1.12,54.31,35.96,30.39,0.0,california,ca62257
94,ca19643291937739,0.3668,1363,2015,0.0,0.0,0.0,1.47,52.2,30.5,34.01,0.0,california,ca64329
95,ca57727105738802,0.7764,1288,2015,0.0,0.0,0.0,0.99,65.56,28.48,60.42,0.0,california,ca72710
96,ca36676523632205,2.238,3530,2015,0.0,0.0,0.0,2.99,87.7,5.86,75.94,0.0,california,ca67652
97,ca39686503935756,0.2232,896,2015,0.0,0.0,0.0,2.68,28.12,60.71,30.41,0.0,california,ca68650
98,ca39685933935111,5.4545,220,2015,0.0,0.0,0.0,10.42,62.5,25.0,56.35,0.0,california,ca68593
99,ca19647331935568,3.6135,2463,2015,0.0,0.0,0.0,1.84,56.11000000000001,15.079999999999998,67.81,0.0,california,ca64733
100,ca19648401936467,0.6536,1989,2015,0.0,0.0,0.0,1.7399999999999998,86.96000000000001,4.130000000000001,77.69,0.0,california,ca64840
101,ca37681063735313,1.4602,2123,2015,0.0,0.0,0.0,2.12,83.2,10.04,87.64999999999999,0.0,california,ca68106
102,ca50755565036850,0.5865,682,2015,0.0,0.0,0.0,0.6799999999999999,85.14,12.839999999999998,77.74,0.0,california,ca75556
103,ca41690704132551,0.2098,1430,2015,0.0,0.0,0.0,0.8,35.28,6.9,22.63,0.0,california,ca69070
104,ca33671573331014,0.0,594,2015,0.0,0.0,0.0,3.1,77.52,14.73,65.7,1.0,california,ca67157
105,ca33669933330479,0.4785,2508,2015,0.0,0.0,0.0,5.86,48.02,34.39,57.14,0.0,california,ca66993
106,ca30736503030152,0.5081,1968,2015,0.0,0.0,0.0,2.41,11.45,29.520000000000003,22.81,0.0,california,ca73650
107,ca19644441932201,1.8164,2092,2015,0.0,0.0,0.0,20.56,40.12,22.95,36.41,0.0,california,ca64444
108,ca21654172133056,0.4902,1020,2015,0.0,0.0,0.0,2.93,22.59,64.85,21.14,0.0,california,ca65417
109,ca30664643038569,0.5155,2716,2015,0.0,0.0,0.0,0.75,24.89,65.16,21.77,0.0,california,ca66464
110,ca37684113738234,0.3482,1723,2015,0.0,0.0,0.0,1.94,88.14,1.94,64.81,0.0,california,ca68411
111,ca51714645139001,0.5656,1768,2015,0.0,0.0,0.0,1.65,47.52,32.15,59.95,0.0,california,ca71464
112,ca19647331934033,1.6753,1552,2015,0.0,0.0,0.0,11.71,69.62,10.44,77.95,0.0,california,ca64733
113,ca50711755031380,0.9721,1543,2015,0.0,0.0,0.0,3.63,57.63,21.790000000000003,73.87,0.0,california,ca71175
114,ca10621661030840,6.7278,327,2015,0.0,0.0,0.0,14.74,70.53,10.53,97.81,1.0,california,ca62166
115,ca53765135337456,1.9355,310,2015,0.0,0.0,0.0,0.0,12.0,72.0,53.580000000000005,0.0,california,ca76513
116,ca43696664330502,20.8723,321,2015,0.0,0.0,0.0,1.2,78.31,12.05,39.53,0.0,california,ca69666
117,ca39686763930427,0.7752,387,2015,0.0,0.0,0.0,1.94,84.47,5.83,89.18,0.0,california,ca68676
118,ca11754811135656,0.1391,719,2015,0.0,0.0,0.0,0.0,55.49,39.31,68.16,0.0,california,ca75481
119,ca19651281939701,0.2311,2164,2015,0.0,0.0,0.0,0.58,92.28,5.98,76.57000000000001,0.0,california,ca65128
120,ca39685933935103,1.0115,1483,2015,0.0,0.0,0.0,2.49,54.97,28.73,55.48,0.0,california,ca68593
121,ca19647331995448,1.3036,1841,2015,0.0,0.0,0.0,1.15,77.88000000000001,5.99,89.75999999999999,0.0,california,ca64733
122,ca43696664337200,1.9342,1034,2015,0.0,0.0,0.0,2.16,78.42,4.68,69.48,0.0,california,ca69666
123,ca19648401933647,0.322,1553,2015,0.0,0.0,0.0,0.2799999999999999,91.27,2.54,81.0,0.0,california,ca64840
124,ca50757395030283,0.232,2155,2015,0.0,0.0,0.0,2.1,50.35,34.62,52.1,0.0,california,ca75739
125,ca19647331930924,6.544,978,2015,0.0,0.0,0.0,4.52,86.44,1.69,81.35,0.0,california,ca64733
126,ca25735852535409,0.4545,220,2015,0.0,0.0,0.0,1.64,22.95,63.93,49.54,0.0,california,ca73585
127,ca36676863632742,2.2415,1963,2015,0.0,0.0,0.0,2.5700000000000003,92.93,3.64,82.93,0.0,california,ca67686
128,ca10622651030378,8.8435,147,2015,0.0,0.0,0.0,0.0,85.19,11.11,92.92,0.0,california,ca62265
129,ca36676523631058,0.4983,3211,2015,0.0,0.0,0.0,8.88,34.73,38.64,25.89,0.0,california,ca67652
130,ca30736503030657,0.092,2173,2015,0.0,0.0,0.0,0.74,8.38,33.15,6.74,0.0,california,ca73650
131,ca35752593530060,0.0,354,2015,0.0,0.0,0.0,0.0,63.38,26.76,51.88,0.0,california,ca75259
132,ca19647331931716,0.5155,194,2015,0.0,0.0,0.0,4.26,38.3,44.68,61.3,0.0,california,ca64733
133,ca13631491335306,0.1848,541,2015,0.0,0.0,0.0,0.7799999999999999,86.05000000000001,13.18,60.49,0.0,california,ca63149
134,ca11765621133701,0.0,293,2015,0.0,0.0,0.0,0.0,70.30999999999999,21.88,64.46,0.0,california,ca76562
135,ca19643031930775,0.768,1823,2015,0.0,0.0,0.0,14.29,70.98,5.58,83.22,0.0,california,ca64303
136,ca34674473430493,0.2499,2001,2015,0.0,0.0,0.0,3.04,15.75,72.3,24.42,0.0,california,ca67447
137,ca43694274332318,26.8222,343,2015,0.0,0.0,0.0,2.94,91.18,1.47,69.23,0.0,california,ca69427
138,ca33672493337656,0.586,2389,2015,0.0,0.0,0.0,8.53,69.08999999999999,14.56,76.53999999999999,0.0,california,ca67249
139,ca19647331935352,7.384,1422,2015,0.0,0.0,0.0,17.580000000000002,69.92,1.95,74.51,0.0,california,ca64733
140,ca31669513130168,4.8013,604,2015,0.0,0.0,0.0,5.56,13.89,66.67,58.78,1.0,california,ca66951
141,ca12755151232057,11.1111,54,2015,0.0,0.0,0.0,0.0,10.71,57.14,76.09,0.0,california,ca75515
142,ca23656152330413,0.0,96,2015,0.0,0.0,0.0,0.0,50.0,41.67,49.220000000000006,1.0,california,ca65615
143,ca19646341936046,3.7306,965,2015,0.0,0.0,0.0,26.43,68.28,0.88,83.13000000000001,0.0,california,ca64634
144,ca36676373631066,0.7916,758,2015,0.0,0.0,0.0,0.5499999999999999,38.8,55.19,55.92,0.0,california,ca67637
145,ca31669283130184,0.1922,2081,2015,0.0,0.0,0.0,1.7399999999999998,12.19,65.38000000000001,9.77,0.0,california,ca66928
146,ca10739991033422,6.25,64,2015,0.0,0.0,0.0,0.0,88.89,11.11,92.59,0.0,california,ca73999
147,ca37684113731627,0.8333,2640,2015,0.0,0.0,0.0,3.89,65.88000000000001,5.91,29.41,0.0,california,ca68411
148,ca30665143037496,0.0362,2764,2015,0.0,0.0,0.0,0.8,25.08,25.56,19.040000000000003,0.0,california,ca66514
149,ca43696664330585,1.6588,422,2015,0.0,0.0,0.0,1.1,93.41,2.2,83.98,1.0,california,ca69666
150,ca19647331930866,3.9005,3256,2015,0.0,0.0,0.0,0.1699999999999999,97.19,2.31,89.83,0.0,california,ca64733
151,ca19647331933795,4.8371,2026,2015,0.0,0.0,0.0,4.31,56.6,34.260000000000005,62.61,0.0,california,ca64733
152,ca21654822132587,0.0602,1661,2015,0.0,0.0,0.0,1.47,9.8,75.49,4.69,0.0,california,ca65482
153,ca19647331930650,3.8892,2057,2015,0.0,0.0,0.0,0.8999999999999999,94.03,0.8999999999999999,76.23,0.0,california,ca64733
154,ca37681303730066,0.4697,2129,2015,0.0,0.0,0.0,4.51,26.27,58.24,43.28,0.0,california,ca68130
155,ca39103973930476,2.7719,938,2015,0.0,0.0,0.0,5.56,61.57,24.07,62.49,1.0,california,ca10397
156,ca47704664738753,1.8405,163,2015,0.0,0.0,0.0,5.88,11.76,70.59,65.82000000000001,0.0,california,ca70466
157,ca34673143430592,0.441,1814,2015,0.0,0.0,0.0,23.87,22.37,24.73,50.66,0.0,california,ca67314
158,ca19647331937226,3.1395,1720,2015,0.0,0.0,0.0,5.57,77.13,11.44,65.81,1.0,california,ca64733
159,ca25735934737250,0.7092,141,2015,0.0,0.0,0.0,0.0,71.78999999999999,28.21,64.25,0.0,california,ca73593
160,ca36678923636487,5.5556,72,2015,0.0,0.0,0.0,6.67,46.67,40.0,75.73,0.0,california,ca67892
161,ca56738745630132,0.0,1541,2015,0.0,0.0,0.0,1.11,8.06,75.0,5.34,0.0,california,ca73874
162,ca19643111930981,0.4899,1633,2015,0.0,0.0,0.0,3.38,6.75,72.47,7.430000000000001,0.0,california,ca64311
163,ca19649801995737,0.6154,650,2015,0.0,0.0,0.0,2.86,10.86,78.86,11.75,0.0,california,ca64980
164,ca30666703034998,18.5185,351,2015,0.0,0.0,0.0,0.0,98.0,1.0,92.78,0.0,california,ca66670
165,ca37681303734548,1.7502,1657,2015,0.0,0.0,0.0,9.53,57.91,15.81,74.69,0.0,california,ca68130
166,ca30664643036001,0.3294,3036,2015,0.0,0.0,0.0,0.26,25.03,66.01,20.48,0.0,california,ca66464
167,ca30665143037348,0.1325,2264,2015,0.0,0.0,0.0,2.71,30.630000000000003,13.2,24.91,0.0,california,ca66514
168,ca49708624930012,0.4648,1721,2015,0.0,0.0,0.0,0.94,33.72,56.91,33.650000000000006,0.0,california,ca70862
169,ca30665223035706,1.765,1813,2015,0.0,0.0,0.0,0.72,55.53,8.649999999999999,77.18,0.0,california,ca66522
170,ca39685023932308,0.905,884,2015,0.0,0.0,0.0,0.94,42.72,51.64,43.65,0.0,california,ca68502
171,ca19647331939479,3.8492,1247,2015,0.0,0.0,0.0,74.2,17.31,4.24,47.56,0.0,california,ca64733
172,ca39685853930237,1.4085,1988,2015,0.0,0.0,0.0,13.14,35.730000000000004,16.220000000000002,59.55,0.0,california,ca68585
173,ca54753255430210,0.5464,732,2015,0.0,0.0,0.0,0.5499999999999999,96.15,2.75,80.2,0.0,california,ca75325
174,ca19642871930601,0.4548,1979,2015,0.0,0.0,0.0,0.2,92.76,0.4,86.94,0.0,california,ca64287
175,ca10621661030287,15.9772,701,2015,0.0,0.0,0.0,7.53,77.41,9.21,84.39999999999999,0.0,california,ca62166
176,ca39685853934767,15.625,128,2015,0.0,0.0,0.0,0.0,47.83,52.17,67.9,0.0,california,ca68585
177,ca39685853930344,8.1081,185,2015,0.0,0.0,0.0,0.0,46.67,36.67,50.93,0.0,california,ca68585
178,ca56725465630066,12.9412,425,2015,0.0,0.0,0.0,4.35,86.96000000000001,6.52,84.83000000000001,0.0,california,ca72546
179,ca30666473031929,0.2101,1904,2015,0.0,0.0,0.0,1.44,29.42,54.32,23.89,0.0,california,ca66647
180,ca15635291532290,3.8316,2114,2015,0.0,0.0,0.0,5.94,83.12,8.72,82.58,0.0,california,ca63529
181,ca41690704137279,0.6415,1403,2015,0.0,0.0,0.0,0.88,51.74999999999999,4.390000000000001,42.21,0.0,california,ca69070
182,ca10738091030121,0.5764,694,2015,0.0,0.0,0.0,0.58,94.19,5.23,87.5,0.0,california,ca73809
183,ca50755645035654,0.0611,1637,2015,0.0,0.0,0.0,0.26,34.45,61.7,33.27,0.0,california,ca75564
184,ca30665223030434,1.5093,2054,2015,0.0,0.0,0.0,0.21,40.25,4.72,80.13,0.0,california,ca66522
185,ca50755645031950,10.0,90,2015,0.0,0.0,0.0,0.0,52.63,47.370000000000005,60.260000000000005,0.0,california,ca75564
186,ca19734521937564,1.0734,2329,2015,0.0,0.0,0.0,1.81,40.47,4.17,52.98,0.0,california,ca73452
187,ca39686763937406,1.605,1433,2015,0.0,0.0,0.0,14.78,52.52,14.15,82.65,0.0,california,ca68676
188,ca54755235430624,29.697,165,2015,0.0,0.0,0.0,0.0,76.92,13.85,81.94,0.0,california,ca75523
189,ca34674473431111,0.0752,1330,2015,0.0,0.0,0.0,1.83,11.59,79.88,32.79,0.0,california,ca67447
190,ca57726945739552,15.8879,107,2015,0.0,0.0,0.0,2.94,67.65,20.59,77.32,0.0,california,ca72694
191,ca19646831931781,1.1513,1824,2015,0.0,0.0,0.0,3.86,6.44,80.69,6.99,0.0,california,ca64683
192,ca19647251936947,1.0977,4464,2015,0.0,0.0,0.0,21.59,38.74,11.49,57.36,0.0,california,ca64725
193,ca48705404833000,0.361,1385,2015,0.0,0.0,0.0,23.28,42.06,12.7,64.07000000000001,0.0,california,ca70540
194,ca48705404830170,1.358,1841,2015,0.0,0.0,0.0,18.48,26.08,25.57,31.32,0.0,california,ca70540
195,ca27660682732170,1.056,947,2015,0.0,0.0,0.0,0.0,85.36,12.55,85.82,0.0,california,ca66068
196,ca42691464230587,0.463,648,2015,0.0,0.0,0.0,0.61,76.97,20.61,57.17,0.0,california,ca69146
197,ca50755725030259,1.3841,578,2015,0.0,0.0,0.0,1.7500000000000002,55.26,39.47,57.82000000000001,0.0,california,ca75572
198,ca33736763330990,1.7058,2638,2015,0.0,0.0,0.0,0.16,98.43,0.31,92.53,0.0,california,ca73676
199,ca45701364530309,2.5424,118,2015,0.0,0.0,0.0,0.0,16.33,73.47,61.68,0.0,california,ca70136
200,ca19647331939941,2.5323,2093,2015,0.0,0.0,0.0,3.74,78.38000000000001,9.56,59.51,0.0,california,ca64733
201,ca45701364537304,0.2188,1371,2015,0.0,0.0,0.0,2.56,13.35,71.31,34.48,0.0,california,ca70136
202,ca43694274330023,1.2576,2306,2015,0.0,0.0,0.0,4.53,37.74,26.98,19.88,0.0,california,ca69427
203,ca19647331996115,26.8847,1804,2015,0.0,0.0,0.0,10.78,73.42999999999999,11.78,49.87,0.0,california,ca64733
204,ca15636851531987,0.2591,386,2015,0.0,0.0,0.0,5.71,22.86,49.52,10.07,0.0,california,ca63685
205,ca50710685030267,6.1404,228,2015,0.0,0.0,0.0,0.0,41.46,54.88,55.56,1.0,california,ca71068
206,ca43694014331955,1.083,1108,2015,0.0,0.0,0.0,4.4,63.74,17.22,33.989999999999995,0.0,california,ca69401
207,ca19734601939149,0.4357,2754,2015,0.0,0.0,0.0,1.64,23.62,7.32,13.36,0.0,california,ca73460
208,ca24657892435204,2.1928,1961,2015,0.0,0.0,0.0,7.829999999999999,57.96,21.15,74.11999999999999,0.0,california,ca65789
209,ca15635291530708,2.1147,2790,2015,0.0,0.0,0.0,14.41,61.22,21.1,64.49000000000001,0.0,california,ca63529
210,ca30666703030491,0.4292,1864,2015,0.0,0.0,0.0,0.0,97.96,0.4499999999999999,93.81,0.0,california,ca66670
211,ca10621581032150,0.4121,728,2015,0.0,0.0,0.0,2.59,73.06,13.47,76.39,0.0,california,ca62158
212,ca36676523631157,1.924,2079,2015,0.0,0.0,0.0,11.66,70.17,10.13,61.58,0.0,california,ca67652
213,ca30665143030335,10.7325,587,2015,0.0,0.0,0.0,6.67,66.67,20.0,74.82,0.0,california,ca66514
214,ca19647251995539,0.0,676,2015,0.0,0.0,0.0,17.14,36.57,9.14,44.48,0.0,california,ca64725
215,ca19647331939859,3.2635,1624,2015,0.0,0.0,0.0,2.45,91.58,0.54,72.24000000000001,0.0,california,ca64733
216,ca54722495435409,1.7981,1724,2015,0.0,0.0,0.0,5.029999999999999,68.42,23.11,69.19,0.0,california,ca72249
217,ca37681713733219,1.9608,153,2015,0.0,0.0,0.0,0.0,21.95,68.28999999999999,44.59,0.0,california,ca68171
218,ca43694274335204,1.9443,1903,2015,0.0,0.0,0.0,6.909999999999999,54.21,8.21,50.3,0.0,california,ca69427
219,ca24753662430114,0.1364,733,2015,0.0,0.0,0.0,1.5599999999999998,88.02,6.25,82.06,0.0,california,ca75366
220,ca56737595630116,0.0837,2389,2015,0.0,0.0,0.0,2.3800000000000003,19.61,57.95,12.31,0.0,california,ca73759
221,ca19643371931237,0.7928,2649,2015,0.0,0.0,0.0,2.65,44.87,41.39,30.83,0.0,california,ca64337
222,ca37681303737905,1.6567,1509,2015,0.0,0.0,0.0,1.08,21.56,62.260000000000005,34.83,0.0,california,ca68130
223,ca33736763330354,2.8169,284,2015,0.0,0.0,0.0,0.0,90.0,7.140000000000001,97.9,0.0,california,ca73676
224,ca19649641937754,0.0,1189,2015,0.0,0.0,0.0,1.09,7.64,27.64,4.5600000000000005,0.0,california,ca64964
