,schoolcode,year,charter,mathpass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,asian
17,21102040001,2019,0.0,100,0.0,0.0,0.0,21,42.857142857142854,100.0,0.0,0.0,0.0
18,21601040004,2019,0.0,74,0.0,0.0,0.0,19,57.89473684210527,94.73684210526315,5.263157894736842,0.0,0.0
19,22001040001,2019,0.0,93,0.0,0.0,0.0,44,52.27272727272727,95.45454545454545,0.0,4.545454545454546,0.0
20,22101040001,2019,0.0,64,0.0,0.0,0.0,25,60.0,100.0,0.0,0.0,0.0
21,22302040001,2019,0.0,92,0.0,0.0,0.0,59,55.932203389830505,98.30508474576271,1.694915254237288,0.0,0.0
22,22401040003,2019,0.0,93,0.0,0.0,0.0,29,62.06896551724138,89.65517241379311,3.4482758620689653,3.4482758620689653,0.0
23,22601060004,2019,0.0,81,0.0,0.0,0.0,108,47.22222222222222,90.74074074074075,3.7037037037037033,2.7777777777777777,0.9259259259259258
24,22902040001,2019,0.0,85,0.0,0.0,0.0,79,40.50632911392405,96.20253164556962,1.2658227848101267,0.0,0.0
25,30101060003,2019,0.0,88,0.0,0.0,0.0,121,42.14876033057851,88.42975206611571,3.3057851239669422,1.6528925619834711,0.0
26,30200010021,2019,0.0,45,0.0,0.0,0.0,531,79.84934086629002,35.02824858757062,33.89830508474576,18.455743879472696,3.5781544256120528
27,30501040003,2019,0.0,81,0.0,0.0,0.0,79,74.68354430379746,97.46835443037975,2.5316455696202533,0.0,0.0
28,30601060006,2019,0.0,84,0.0,0.0,0.0,103,50.48543689320388,86.40776699029125,2.912621359223301,4.854368932038835,1.9417475728155338
29,30701060001,2019,0.0,89,0.0,0.0,0.0,128,39.84375,89.84375,2.34375,1.5625,3.125
30,31101060006,2019,0.0,91,0.0,0.0,0.0,163,45.39877300613497,90.79754601226993,3.6809815950920246,1.8404907975460123,2.4539877300613497
31,31301040003,2019,0.0,35,0.0,0.0,0.0,20,65.0,95.0,5.0,0.0,0.0
32,31401060004,2019,0.0,78,0.0,0.0,0.0,97,61.855670103092784,95.87628865979381,1.0309278350515463,2.0618556701030926,0.0
33,31501060007,2019,0.0,46,0.0,0.0,0.0,13,84.61538461538461,84.61538461538461,0.0,7.6923076923076925,0.0
34,31501060012,2019,0.0,77,0.0,0.0,0.0,232,61.63793103448276,65.08620689655173,16.379310344827587,10.775862068965516,2.1551724137931036
35,31502060006,2019,0.0,85,0.0,0.0,0.0,204,70.58823529411765,54.90196078431373,21.07843137254902,7.352941176470589,8.823529411764707
36,31601060051,2019,0.0,95,0.0,0.0,0.0,217,35.02304147465438,83.41013824884793,3.225806451612903,3.686635944700461,6.912442396313365
37,31701060007,2019,0.0,91,0.0,0.0,0.0,97,49.48453608247423,90.72164948453609,1.0309278350515463,5.154639175257731,1.0309278350515463
38,40204040001,2019,0.0,76,0.0,0.0,0.0,21,42.857142857142854,100.0,0.0,0.0,0.0
39,40302060001,2019,0.0,93,0.0,0.0,0.0,98,33.6734693877551,92.85714285714286,2.0408163265306123,2.0408163265306123,0.0
40,40901040002,2019,0.0,88,0.0,0.0,0.0,58,25.862068965517242,89.65517241379311,0.0,3.4482758620689653,0.0
41,41101040002,2019,0.0,89,0.0,0.0,0.0,63,58.730158730158735,90.47619047619048,0.0,1.5873015873015872,4.761904761904762
42,41401040001,2019,0.0,94,0.0,0.0,0.0,34,47.05882352941176,91.17647058823529,0.0,0.0,5.88235294117647
43,42302040003,2019,0.0,86,0.0,0.0,0.0,74,59.45945945945946,95.94594594594594,0.0,1.3513513513513513,1.3513513513513513
44,42400010013,2019,0.0,78,0.0,0.0,0.0,206,47.57281553398058,79.6116504854369,6.310679611650485,1.9417475728155338,4.854368932038835
45,42801060006,2019,0.0,78,0.0,0.0,0.0,100,65.0,61.0,1.0,8.0,0.0
46,42901040002,2019,0.0,96,0.0,0.0,0.0,100,38.0,95.0,0.0,0.0,1.0
47,43011020001,2019,0.0,40,0.0,0.0,0.0,10,70.0,70.0,0.0,10.0,10.0
48,43001040002,2019,0.0,97,0.0,0.0,0.0,68,41.17647058823529,88.23529411764706,0.0,4.411764705882353,0.0
49,43200050002,2019,0.0,72,0.0,0.0,0.0,95,58.94736842105262,60.0,1.0526315789473684,3.1578947368421053,2.1052631578947367
50,43501060006,2019,0.0,85,0.0,0.0,0.0,196,48.97959183673469,94.89795918367348,0.0,1.530612244897959,2.5510204081632653
51,50100010013,2019,0.0,71,0.0,0.0,0.0,282,49.29078014184397,77.6595744680851,8.51063829787234,5.319148936170213,0.7092198581560284
52,50301040002,2019,0.0,84,0.0,0.0,0.0,73,30.136986301369863,86.3013698630137,0.0,2.73972602739726,0.0
53,50401040003,2019,0.0,88,0.0,0.0,0.0,80,52.5,87.5,2.5,1.25,2.5
54,50701040005,2019,0.0,88,0.0,0.0,0.0,57,47.368421052631575,78.94736842105263,0.0,12.280701754385964,1.7543859649122806
55,51101040004,2019,0.0,55,0.0,0.0,0.0,120,56.666666666666664,97.5,0.0,2.5,0.0
56,51301040003,2019,0.0,96,0.0,0.0,0.0,72,62.5,93.05555555555556,0.0,1.3888888888888888,0.0
57,51901040005,2019,0.0,87,0.0,0.0,0.0,53,41.509433962264154,92.45283018867924,3.7735849056603774,3.7735849056603774,0.0
58,60201060003,2019,0.0,81,0.0,0.0,0.0,98,37.755102040816325,85.71428571428571,1.0204081632653061,7.142857142857142,2.0408163265306123
59,60301040004,2019,0.0,77,0.0,0.0,0.0,83,40.963855421686745,92.7710843373494,2.4096385542168677,2.4096385542168677,0.0
60,60401040006,2019,0.0,83,0.0,0.0,0.0,64,46.875,95.3125,3.125,1.5625,0.0
61,60503040001,2019,0.0,99,0.0,0.0,0.0,70,47.14285714285714,95.71428571428572,0.0,1.4285714285714286,0.0
62,60601040003,2019,0.0,89,0.0,0.0,0.0,44,63.63636363636363,90.9090909090909,0.0,2.272727272727273,0.0
63,60701040003,2019,0.0,88,0.0,0.0,0.0,40,60.0,87.5,2.5,5.0,2.5
64,60800010009,2019,0.0,53,0.0,0.0,0.0,197,73.60406091370558,31.472081218274113,6.091370558375635,61.92893401015228,0.0
65,61001040005,2019,0.0,95,0.0,0.0,0.0,65,33.84615384615385,95.38461538461539,0.0,3.076923076923077,1.5384615384615385
66,61101040007,2019,0.0,82,0.0,0.0,0.0,118,55.08474576271186,94.91525423728814,0.847457627118644,3.389830508474576,0.847457627118644
67,61501040001,2019,0.0,81,0.0,0.0,0.0,67,68.65671641791045,70.1492537313433,1.4925373134328357,7.462686567164178,0.0
68,61503040003,2019,0.0,94,0.0,0.0,0.0,35,54.285714285714285,82.85714285714286,2.857142857142857,5.714285714285714,0.0
69,61601040001,2019,0.0,97,0.0,0.0,0.0,31,32.25806451612903,90.32258064516128,0.0,6.451612903225806,0.0
70,61700010013,2019,0.0,74,0.0,0.0,0.0,306,75.16339869281046,57.18954248366013,4.901960784313726,25.49019607843137,0.0
71,62201060003,2019,0.0,96,0.0,0.0,0.0,93,40.86021505376344,78.49462365591397,1.0752688172043012,15.053763440860216,1.0752688172043012
72,62301040003,2019,0.0,87,0.0,0.0,0.0,38,47.368421052631575,89.47368421052632,0.0,7.894736842105263,0.0
73,62601040003,2019,0.0,88,0.0,0.0,0.0,33,48.484848484848484,93.93939393939394,3.0303030303030303,3.0303030303030303,0.0
74,62901040002,2019,0.0,88,0.0,0.0,0.0,48,60.416666666666664,89.58333333333334,4.166666666666666,4.166666666666666,0.0
75,70600010020,2019,0.0,44,0.0,0.0,0.0,196,63.775510204081634,67.85714285714286,20.918367346938776,5.1020408163265305,0.0
76,70600010021,2019,0.0,77,0.0,0.0,0.0,318,58.17610062893082,75.78616352201259,14.150943396226415,2.8301886792452833,1.257861635220126
77,70901060007,2019,0.0,86,0.0,0.0,0.0,304,34.868421052631575,87.82894736842105,2.302631578947368,3.618421052631579,3.289473684210526
78,70902060002,2019,0.0,76,0.0,0.0,0.0,66,57.57575757575758,86.36363636363636,3.0303030303030303,1.5151515151515151,1.5151515151515151
79,80101040003,2019,0.0,61,0.0,0.0,0.0,66,51.515151515151516,84.84848484848484,4.545454545454546,3.0303030303030303,4.545454545454546
80,80201040001,2019,0.0,93,0.0,0.0,0.0,58,60.3448275862069,89.65517241379311,0.0,1.7241379310344827,1.7241379310344827
81,80601040003,2019,0.0,92,0.0,0.0,0.0,62,58.06451612903226,98.38709677419355,0.0,0.0,0.0
82,81003040003,2019,0.0,86,0.0,0.0,0.0,58,67.24137931034483,96.55172413793103,0.0,1.7241379310344827,0.0
83,81200050004,2019,0.0,65,0.0,0.0,0.0,133,63.90977443609023,88.7218045112782,3.007518796992481,3.7593984962406015,3.007518796992481
84,81401040001,2019,0.0,80,0.0,0.0,0.0,35,57.14285714285714,97.14285714285714,0.0,2.857142857142857,0.0
85,81501040002,2019,0.0,75,0.0,0.0,0.0,63,65.07936507936508,82.53968253968253,4.761904761904762,6.349206349206349,0.0
86,82001040004,2019,0.0,88,0.0,0.0,0.0,103,57.28155339805825,96.11650485436894,0.9708737864077669,1.9417475728155338,0.0
87,90201040002,2019,0.0,77,0.0,0.0,0.0,99,58.58585858585859,96.96969696969697,3.0303030303030303,0.0,0.0
88,90301060006,2019,0.0,94,0.0,0.0,0.0,127,48.818897637795274,92.1259842519685,4.724409448818897,1.574803149606299,1.574803149606299
89,90501040002,2019,0.0,93,0.0,0.0,0.0,92,46.73913043478261,91.30434782608695,0.0,2.1739130434782608,3.260869565217391
90,90601020002,2019,0.0,97,0.0,0.0,0.0,34,20.588235294117645,100.0,0.0,0.0,0.0
91,90901040002,2019,0.0,98,0.0,0.0,0.0,63,52.38095238095239,100.0,0.0,0.0,0.0
92,91101060005,2019,0.0,82,0.0,0.0,0.0,195,47.69230769230769,93.33333333333333,1.5384615384615385,0.5128205128205128,2.051282051282051
93,91200010006,2019,0.0,88,0.0,0.0,0.0,146,48.63013698630137,83.56164383561644,7.534246575342466,2.73972602739726,4.794520547945205
94,91402060005,2019,0.0,93,0.0,0.0,0.0,73,46.57534246575342,95.8904109589041,0.0,2.73972602739726,0.0
95,100501040003,2019,0.0,53,0.0,0.0,0.0,64,65.625,75.0,3.125,18.75,0.0
96,100902040004,2019,0.0,80,0.0,0.0,0.0,54,42.592592592592595,87.03703703703704,0.0,9.25925925925926,0.0
97,101001040002,2019,0.0,77,0.0,0.0,0.0,75,41.333333333333336,81.33333333333333,4.0,8.0,0.0
98,101300010001,2019,0.0,40,0.0,0.0,0.0,159,74.21383647798741,34.59119496855346,30.18867924528302,8.176100628930817,20.125786163522015
99,101401040005,2019,0.0,97,0.0,0.0,0.0,111,28.82882882882883,88.28828828828829,4.504504504504505,4.504504504504505,0.9009009009009009
100,101601040003,2019,0.0,74,0.0,0.0,0.0,54,51.85185185185185,96.29629629629629,0.0,1.8518518518518516,0.0
101,110101040002,2019,0.0,70,0.0,0.0,0.0,54,53.70370370370371,94.44444444444444,1.8518518518518516,1.8518518518518516,0.0
102,110200010011,2019,0.0,77,0.0,0.0,0.0,150,62.0,84.0,5.333333333333334,4.666666666666667,0.6666666666666667
103,110304040002,2019,0.0,69,0.0,0.0,0.0,58,53.44827586206896,93.10344827586206,1.7241379310344827,3.4482758620689653,1.7241379310344827
104,110701060001,2019,0.0,90,0.0,0.0,0.0,125,48.0,94.39999999999999,0.8,3.2,0.8
105,110901040001,2019,0.0,88,0.0,0.0,0.0,51,50.98039215686274,94.11764705882352,3.9215686274509802,0.0,1.9607843137254901
106,120301040001,2019,0.0,100,0.0,0.0,0.0,14,42.857142857142854,92.85714285714286,0.0,7.142857142857142,0.0
107,120102040001,2019,0.0,80,0.0,0.0,0.0,5,60.0,80.0,0.0,0.0,0.0
108,120401040001,2019,0.0,75,0.0,0.0,0.0,32,50.0,93.75,0.0,3.125,0.0
109,120501040002,2019,0.0,96,0.0,0.0,0.0,50,24.0,92.0,2.0,2.0,0.0
110,120701040001,2019,0.0,90,0.0,0.0,0.0,20,35.0,90.0,0.0,5.0,5.0
111,120906040002,2019,0.0,84,0.0,0.0,0.0,31,58.06451612903226,100.0,0.0,0.0,0.0
112,121401040001,2019,0.0,81,0.0,0.0,0.0,43,81.3953488372093,51.162790697674424,2.3255813953488373,37.2093023255814,0.0
113,121502040001,2019,0.0,93,0.0,0.0,0.0,28,67.85714285714286,92.85714285714286,0.0,7.142857142857142,0.0
114,121601060006,2019,0.0,84,0.0,0.0,0.0,97,52.57731958762887,88.65979381443299,4.123711340206185,4.123711340206185,1.0309278350515463
115,121701040001,2019,0.0,95,0.0,0.0,0.0,20,65.0,95.0,0.0,5.0,0.0
116,121702040001,2019,0.0,100,0.0,0.0,0.0,24,41.66666666666667,91.66666666666666,0.0,8.333333333333332,0.0
117,121901040002,2019,0.0,67,0.0,0.0,0.0,69,44.927536231884055,95.65217391304348,1.4492753623188406,1.4492753623188406,1.4492753623188406
118,130200010005,2019,0.0,77,0.0,0.0,0.0,201,49.75124378109453,40.298507462686565,21.890547263681594,32.33830845771145,0.9950248756218906
119,130502020003,2019,0.0,64,0.0,0.0,0.0,129,64.34108527131784,56.58914728682171,4.651162790697675,35.65891472868217,0.7751937984496124
120,130801060007,2019,0.0,72,0.0,0.0,0.0,352,56.81818181818182,56.53409090909091,18.75,18.75,1.4204545454545454
121,131101040004,2019,0.0,77,0.0,0.0,0.0,69,66.66666666666666,56.52173913043478,2.898550724637681,39.130434782608695,0.0
122,131201040002,2019,0.0,94,0.0,0.0,0.0,68,35.294117647058826,73.52941176470588,1.4705882352941175,23.52941176470588,0.0
123,131301040002,2019,0.0,93,0.0,0.0,0.0,71,45.07042253521127,74.64788732394366,0.0,21.12676056338028,0.0
124,131500010010,2019,0.0,31,0.0,0.0,0.0,333,69.66966966966966,5.105105105105105,63.36336336336337,26.726726726726728,1.5015015015015014
125,131601060008,2019,0.0,83,0.0,0.0,0.0,600,35.66666666666667,61.5,11.666666666666666,20.0,2.666666666666667
126,131602020005,2019,0.0,94,0.0,0.0,0.0,78,35.8974358974359,57.692307692307686,17.94871794871795,8.974358974358974,5.128205128205128
127,131701060002,2019,0.0,97,0.0,0.0,0.0,166,29.518072289156628,84.93975903614458,1.2048192771084338,12.048192771084338,0.6024096385542169
128,131801040001,2019,0.0,95,0.0,0.0,0.0,79,25.31645569620253,87.34177215189874,2.5316455696202533,3.79746835443038,1.2658227848101267
129,132101060011,2019,0.0,76,0.0,0.0,0.0,437,42.79176201372998,62.24256292906178,10.297482837528605,23.112128146453088,1.8306636155606408
130,132101060015,2019,0.0,82,0.0,0.0,0.0,463,25.917926565874733,71.2742980561555,7.775377969762419,16.19870410367171,3.023758099352052
131,132101060016,2019,0.0,32,0.0,0.0,0.0,31,74.19354838709677,51.61290322580645,19.35483870967742,25.806451612903224,0.0
132,132201040005,2019,0.0,77,0.0,0.0,0.0,57,38.59649122807017,85.96491228070175,1.7543859649122806,8.771929824561402,0.0
133,140101060006,2019,0.0,99,0.0,0.0,0.0,112,30.357142857142854,97.32142857142857,1.7857142857142856,0.0,0.0
134,140201060002,2019,0.0,95,0.0,0.0,0.0,211,32.22748815165877,64.45497630331754,18.009478672985782,8.056872037914692,6.161137440758294
135,140203060010,2019,0.0,89,0.0,0.0,0.0,261,27.586206896551722,72.03065134099617,8.045977011494253,6.513409961685824,8.812260536398467
136,140203060004,2019,0.0,95,0.0,0.0,0.0,178,24.719101123595504,78.65168539325843,6.179775280898876,6.741573033707865,3.3707865168539324
137,140203060013,2019,0.0,96,0.0,0.0,0.0,138,12.318840579710146,75.36231884057972,5.797101449275362,2.1739130434782608,12.318840579710146
138,140207060006,2019,0.0,81,0.0,0.0,0.0,249,69.47791164658635,54.61847389558233,26.907630522088354,4.417670682730924,7.228915662650602
139,140301030005,2019,0.0,92,0.0,0.0,0.0,133,11.278195488721805,91.72932330827066,2.2556390977443606,3.007518796992481,2.2556390977443606
140,140600010056,2019,0.0,87,0.0,0.0,0.0,137,48.175182481751825,35.76642335766424,40.87591240875913,5.109489051094891,13.138686131386862
141,140600010097,2019,0.0,72,0.0,0.0,0.0,190,58.42105263157895,21.052631578947366,59.473684210526315,13.684210526315791,1.0526315789473684
142,140600010098,2019,0.0,57,0.0,0.0,0.0,416,83.17307692307693,11.778846153846153,52.40384615384615,19.71153846153846,13.221153846153847
143,140600010101,2019,0.0,56,0.0,0.0,0.0,173,89.01734104046243,5.202312138728324,70.52023121387283,12.138728323699421,9.248554913294797
144,140600010104,2019,0.0,41,0.0,0.0,0.0,157,88.53503184713377,8.9171974522293,68.78980891719745,17.197452229299362,1.910828025477707
145,140600010102,2019,0.0,89,0.0,0.0,0.0,192,39.58333333333333,51.5625,21.875,8.333333333333332,11.458333333333332
146,140600010105,2019,0.0,79,0.0,0.0,0.0,346,71.09826589595376,26.589595375722542,38.4393063583815,15.028901734104046,16.184971098265898
147,140600010110,2019,0.0,41,0.0,0.0,0.0,296,84.12162162162163,26.68918918918919,43.91891891891892,20.945945945945947,5.743243243243244
148,140600010128,2019,0.0,60,0.0,0.0,0.0,155,70.3225806451613,21.29032258064516,41.29032258064516,19.35483870967742,12.903225806451612
149,140600010132,2019,0.0,48,0.0,0.0,0.0,180,90.0,5.555555555555555,71.11111111111111,13.333333333333334,7.777777777777778
150,140600010133,2019,0.0,26,0.0,0.0,0.0,43,83.72093023255815,9.30232558139535,67.44186046511628,18.6046511627907,0.0
151,140600010135,2019,0.0,50,0.0,0.0,0.0,103,79.6116504854369,6.796116504854369,75.72815533980582,12.62135922330097,0.0
152,140600010140,2019,0.0,51,0.0,0.0,0.0,102,87.25490196078431,9.803921568627452,72.54901960784314,7.8431372549019605,5.88235294117647
153,140600010141,2019,0.0,42,0.0,0.0,0.0,171,92.39766081871345,9.35672514619883,28.07017543859649,38.01169590643275,24.561403508771928
154,140600010308,2019,0.0,46,0.0,0.0,0.0,349,92.55014326647564,8.30945558739255,44.985673352435526,22.349570200573066,22.922636103151863
155,140600010310,2019,0.0,41,0.0,0.0,0.0,135,92.5925925925926,12.592592592592592,38.51851851851852,36.2962962962963,9.62962962962963
160,140701060006,2019,0.0,70,0.0,0.0,0.0,190,65.78947368421053,38.421052631578945,40.0,10.526315789473683,7.368421052631578
161,140702030006,2019,0.0,86,0.0,0.0,0.0,150,60.66666666666667,69.33333333333334,16.0,4.0,6.666666666666667
162,140703020003,2019,0.0,66,0.0,0.0,0.0,109,65.13761467889908,43.11926605504588,35.77981651376147,7.339449541284404,2.7522935779816518
163,140707030003,2019,0.0,81,0.0,0.0,0.0,131,44.274809160305345,90.07633587786259,3.0534351145038165,3.0534351145038165,3.816793893129771
164,140709030004,2019,0.0,47,0.0,0.0,0.0,122,67.21311475409836,71.31147540983606,13.114754098360656,6.557377049180328,3.278688524590164
165,140801060006,2019,0.0,96,0.0,0.0,0.0,254,11.811023622047244,90.15748031496062,0.7874015748031495,3.543307086614173,2.7559055118110236
166,141101060001,2019,0.0,89,0.0,0.0,0.0,109,36.69724770642202,95.41284403669725,0.9174311926605505,1.834862385321101,0.0
167,141201060001,2019,0.0,90,0.0,0.0,0.0,130,23.846153846153847,91.53846153846153,1.5384615384615385,2.307692307692308,1.5384615384615385
168,141301060006,2019,0.0,79,0.0,0.0,0.0,178,26.40449438202247,92.13483146067416,1.6853932584269662,3.3707865168539324,1.1235955056179776
169,141401060003,2019,0.0,83,0.0,0.0,0.0,184,56.52173913043478,82.06521739130434,1.6304347826086956,0.5434782608695652,0.5434782608695652
170,141501060004,2019,0.0,87,0.0,0.0,0.0,254,29.133858267716533,84.64566929133859,3.543307086614173,5.511811023622047,2.7559055118110236
171,141601060007,2019,0.0,87,0.0,0.0,0.0,256,27.734375,92.1875,1.5625,2.734375,0.78125
172,141604060008,2019,0.0,89,0.0,0.0,0.0,299,38.79598662207358,86.95652173913044,1.3377926421404682,7.023411371237458,0.6688963210702341
173,141701040001,2019,0.0,76,0.0,0.0,0.0,50,44.0,96.0,0.0,4.0,0.0
174,141800010008,2019,0.0,50,0.0,0.0,0.0,209,75.11961722488039,69.377990430622,14.832535885167463,11.961722488038278,1.4354066985645932
176,141901060008,2019,0.0,87,0.0,0.0,0.0,349,31.23209169054441,90.54441260744986,2.865329512893983,3.151862464183381,1.4326647564469914
177,142101040002,2019,0.0,97,0.0,0.0,0.0,98,42.857142857142854,84.6938775510204,3.061224489795918,0.0,0.0
178,142201040001,2019,0.0,98,0.0,0.0,0.0,50,48.0,96.0,0.0,4.0,0.0
179,142301060006,2019,0.0,96,0.0,0.0,0.0,313,15.654952076677317,94.88817891373802,0.6389776357827476,2.2364217252396164,1.2779552715654952
180,142500010009,2019,0.0,84,0.0,0.0,0.0,142,50.0,86.61971830985915,1.4084507042253522,5.633802816901409,0.7042253521126761
181,142601030025,2019,0.0,83,0.0,0.0,0.0,271,51.291512915129154,80.44280442804428,8.118081180811808,5.904059040590406,1.4760147601476015
182,142601030026,2019,0.0,75,0.0,0.0,0.0,330,50.90909090909091,75.75757575757575,8.484848484848486,8.181818181818182,3.3333333333333335
184,142801060010,2019,0.0,81,0.0,0.0,0.0,269,46.09665427509294,86.61710037174721,3.3457249070631967,6.319702602230483,0.0
185,142801060016,2019,0.0,84,0.0,0.0,0.0,202,52.97029702970298,82.17821782178217,10.396039603960396,2.9702970297029703,3.9603960396039604
186,150203040001,2019,0.0,73,0.0,0.0,0.0,30,60.0,100.0,0.0,0.0,0.0
187,150601040001,2019,0.0,83,0.0,0.0,0.0,18,55.55555555555556,83.33333333333334,11.11111111111111,0.0,0.0
188,150801040001,2019,0.0,75,0.0,0.0,0.0,8,25.0,100.0,0.0,0.0,0.0
189,150901040004,2019,0.0,66,0.0,0.0,0.0,58,48.275862068965516,100.0,0.0,0.0,0.0
190,151001040001,2019,0.0,86,0.0,0.0,0.0,7,42.857142857142854,85.71428571428571,0.0,14.285714285714285,0.0
191,151102040001,2019,0.0,77,0.0,0.0,0.0,66,48.484848484848484,90.9090909090909,4.545454545454546,3.0303030303030303,0.0
192,151401040001,2019,0.0,73,0.0,0.0,0.0,15,53.333333333333336,100.0,0.0,0.0,0.0
193,151501060001,2019,0.0,90,0.0,0.0,0.0,61,52.459016393442624,96.72131147540983,0.0,1.639344262295082,1.639344262295082
194,151701040001,2019,0.0,90,0.0,0.0,0.0,21,61.904761904761905,80.95238095238095,0.0,0.0,0.0
195,160101060001,2019,0.0,80,0.0,0.0,0.0,64,48.4375,95.3125,0.0,0.0,1.5625
196,160801040002,2019,0.0,93,0.0,0.0,0.0,59,33.89830508474576,100.0,0.0,0.0,0.0
197,161201040002,2019,0.0,74,0.0,0.0,0.0,128,71.875,35.15625,0.78125,2.34375,0.0
198,161401060002,2019,0.0,84,0.0,0.0,0.0,94,42.5531914893617,98.93617021276596,0.0,0.0,0.0
199,161501060014,2019,0.0,63,0.0,0.0,0.0,153,61.43790849673203,96.73202614379085,0.6535947712418301,1.3071895424836601,0.0
200,161601040002,2019,0.0,74,0.0,0.0,0.0,61,65.57377049180327,100.0,0.0,0.0,0.0
201,161801040001,2019,0.0,80,0.0,0.0,0.0,25,52.0,96.0,0.0,0.0,0.0
202,170500010008,2019,0.0,100,0.0,0.0,0.0,27,44.44444444444444,88.88888888888889,0.0,3.7037037037037033,0.0
203,170500010009,2019,0.0,50,0.0,0.0,0.0,227,66.96035242290749,85.90308370044053,3.9647577092511015,7.048458149779736,0.0
204,170600010006,2019,0.0,62,0.0,0.0,0.0,127,55.90551181102362,88.9763779527559,3.149606299212598,4.724409448818897,0.7874015748031495
205,170801040002,2019,0.0,83,0.0,0.0,0.0,81,48.148148148148145,95.06172839506173,1.2345679012345678,1.2345679012345678,0.0
206,170901040001,2019,0.0,92,0.0,0.0,0.0,50,46.0,90.0,0.0,4.0,2.0
207,171102040004,2019,0.0,77,0.0,0.0,0.0,131,48.091603053435115,93.89312977099237,1.5267175572519083,3.0534351145038165,0.0
208,180202040003,2019,0.0,95,0.0,0.0,0.0,61,31.147540983606557,96.72131147540983,3.278688524590164,0.0,0.0
209,180300010006,2019,0.0,70,0.0,0.0,0.0,184,68.47826086956522,67.93478260869566,21.195652173913043,8.152173913043478,0.5434782608695652
210,180701040001,2019,0.0,86,0.0,0.0,0.0,69,40.57971014492754,84.05797101449275,5.797101449275362,8.695652173913043,1.4492753623188406
211,180901040002,2019,0.0,96,0.0,0.0,0.0,48,50.0,72.91666666666666,2.083333333333333,22.916666666666664,0.0
212,181001060002,2019,0.0,84,0.0,0.0,0.0,117,35.04273504273504,94.01709401709401,1.7094017094017095,1.7094017094017095,0.8547008547008548
213,181101040001,2019,0.0,90,0.0,0.0,0.0,59,61.016949152542374,91.52542372881356,3.389830508474576,5.084745762711865,0.0
214,181201040001,2019,0.0,98,0.0,0.0,0.0,60,45.0,93.33333333333333,1.6666666666666667,5.0,0.0
215,181302040002,2019,0.0,94,0.0,0.0,0.0,69,34.78260869565217,88.40579710144928,5.797101449275362,2.898550724637681,0.0
216,190301040003,2019,0.0,89,0.0,0.0,0.0,79,54.43037974683544,82.27848101265823,2.5316455696202533,10.126582278481013,1.2658227848101267
217,190401060003,2019,0.0,67,0.0,0.0,0.0,112,90.17857142857143,62.5,16.964285714285715,9.821428571428571,1.7857142857142856
218,190501040001,2019,0.0,57,0.0,0.0,0.0,119,33.61344537815126,85.71428571428571,5.88235294117647,6.722689075630252,1.680672268907563
219,190701040004,2019,0.0,68,0.0,0.0,0.0,95,46.31578947368421,96.84210526315789,1.0526315789473684,0.0,1.0526315789473684
220,190901040001,2019,0.0,77,0.0,0.0,0.0,26,50.0,96.15384615384616,0.0,3.8461538461538463,0.0
